,supported_militants,opposed_militants,negotiate,negotiate2,mil1,mil2,infocampaign,supportmilgov,civwealth,wealthregions,wealthcomms,commbenefits,milbenefits,civbenefits,fundmil,fundmilamt,cutoff,cutoffamt,attack,punish,weapons,weaponsregions,trainequip,protect
0,government,insurgents,False,False,,,False,False,False,,,False,False,False,True,1000.0,True,0.8,True,False,False,,False,False
